slate_date,game_id,game,source,source_type,prediction_bucket,label,market_type,team,player,opponent,pitcher,line,odds,odds_estimated,implied_probability,fair_probability,fair_odds,edge,edge_pct,stake_units,confidence_tier,source_confidence,gates_passed,gate_status,gate_conditions,promotion_eligibility,kill_switch,audit_ledger,rationale_short,rationale_full,status,result,profit_units,grading_notes,source_urls,timestamp
2026-05-14,,Cubs @ Braves,Deep Research packet PDF,deep_research_packet,research_candidate,WATCHLIST,TB,Braves,Austin Riley,,"Ben Brown, RHP",Over 1.5,+139,,,,,,,,Watchlist,B,false,PENDING,,,NOT_CLEARED,,Austin Riley TB,Covers 1.66 TB projection; lineup/weather help offset by Brown quality. Risk/missing gates: Fair probability.,research_ingested,LOSS,,Austin Riley: 1 TB; Over 1.5 TB missed. Cubs beat Braves 2-0. Dry-run candidate only; no official BET/stake was created.,/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
2026-05-14,,Royals @ White Sox,Deep Research packet PDF,deep_research_packet,research_candidate,WATCHLIST,TB,Royals,Vinnie Pasquantino,,"Anthony Kay, LHP",Over 1.5,+181,,,,,,,,Watchlist,B,false,PENDING,,,NOT_CLEARED,,Vinnie Pasquantino TB,"Cleanup role keeps TB/RBI opportunity live, though Witt is cleaner. Risk/missing gates: Fair probability; lefty-lefty cap.",research_ingested,LOSS,,"Vinnie Pasquantino: 0-for-4, 0 TB; Over 1.5 TB missed. White Sox beat Royals 6-2. Dry-run candidate only; no official BET/stake was created.",/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
2026-05-14,,Phillies @ Red Sox,Deep Research packet PDF,deep_research_packet,research_candidate,CONDITIONAL,TB,Phillies,Bryce Harper,,"Ranger Suarez, LHP",Over 1.5,+145,,,,,,,,Conditional,C,false,CONDITIONAL,Delay resolution; lineup recheck; fair probability,,NOT_CLEARED,,Bryce Harper TB,"Reasonable TB price, but rain delay and lefty-lefty gate remain. Risk/missing gates: Delay resolution; lineup recheck; fair probability.",research_ingested,LOSS,,Bryce Harper: 1 TB; Over 1.5 TB missed after weather/delay gate. Dry-run candidate only; no official BET/stake was created.,/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
2026-05-14,,Phillies @ Red Sox,Deep Research packet PDF,deep_research_packet,research_candidate,CONDITIONAL,TB,Phillies,Kyle Schwarber,,"Ranger Suarez, LHP",Over 1.5,+165,,,,,,,,Conditional,C,false,CONDITIONAL,Delay resolution; relisted odds; fair probability,,NOT_CLEARED,,Kyle Schwarber TB,"Raw power and top-two slot, but weather is the entire story. Risk/missing gates: Delay resolution; relisted odds; fair probability.",research_ingested,HIT,,"Kyle Schwarber: HR, 4 TB; Over 1.5 TB hit, but pregame delay/relisted-odds gate remained open. Dry-run candidate only; no official BET/stake was created.",/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
2026-05-14,,Phillies @ Red Sox,Deep Research packet PDF,deep_research_packet,research_candidate,CONDITIONAL,HIT,Red Sox,Wilyer Abreu,,"Jesus Luzardo, LHP",Over 0.5 hits / Over 1.5 TB,-168 / +181,,,,,,,,Conditional,C,false,CONDITIONAL,Delay resolution; lineup recheck; fair probability,,NOT_CLEARED,,Wilyer Abreu HIT,"Third in Boston order with hit-floor/TB pricing, but same delay/weather and lefty-lefty issues. Risk/missing gates: Delay resolution; lineup recheck; fair probability.",research_ingested,HIT,,"Wilyer Abreu: 2-for-4, 2 TB; Over 0.5 hit and Over 1.5 TB both hit, but delay/lineup/fair-probability gates stayed open. Dry-run candidate only; no official BET/stake was created.",/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
2026-05-14,,Cubs @ Braves,Deep Research packet PDF,deep_research_packet,research_candidate,LEAN,ML,ATL,,,Ben Brown / Chris Sale,,ATL -188,,,,,,,,Lean,B,false,PENDING,,,NOT_CLEARED,,Braves,"Sale form, Cubs offensive drought, and Brown short leash support Atlanta side. Risk/missing gates: Bullpen fatigue check; fair price.",research_ingested,LOSS,,"Atlanta ML lost: Cubs beat Braves 2-0. Official May 14 sources conflict with the prompt context, which appears to describe May 13. Dry-run candidate only; no official BET/stake was created.",/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
2026-05-14,,Royals @ White Sox,Deep Research packet PDF,deep_research_packet,research_candidate,LEAN,ML,KC,,,Kris Bubic / Anthony Kay,,KC -135,,,,,,,,Lean,B,false,PENDING,,,NOT_CLEARED,,Royals,Bubic form/current-roster matchup and Witt bat support Royals side. Risk/missing gates: Fair price; bullpen state.,research_ingested,LOSS,,Kansas City ML lost: White Sox beat Royals 6-2. Dry-run candidate only; no official BET/stake was created.,/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
2026-05-14,,Royals @ White Sox,Deep Research packet PDF,deep_research_packet,research_candidate,CONDITIONAL,TOTAL,,,,Kris Bubic / Anthony Kay,Under 8.0 / 7.5,-120 / -114,,,,,,,,Conditional,B,false,CONDITIONAL,Closing total; fair price,,NOT_CLEARED,,Royals @ White Sox Under,"Cool air and wind in support under, but KC righty power and split market require book lock. Risk/missing gates: Closing total; fair price.",research_ingested,PUSH,,Actual total was 8. Under 8.0 pushed; Under 7.5 lost. Split line made the closing-number gate material. Dry-run candidate only; no official BET/stake was created.,/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
2026-05-14,,Giants @ Dodgers,Deep Research packet PDF,deep_research_packet,research_candidate,LEAN,ML,LAD,,,Landen Roupp / Emmet Sheehan,,LAD -172,,,,,,,,Lean,B,false,PENDING,,,NOT_CLEARED,,Dodgers,"Dodgers had confirmed lineup and Sheehan note vs SF, but Ohtani rest and SF lineup gap cap confidence. Risk/missing gates: Giants lineup; fair price.",research_ingested,HIT,,Dodgers ML hit: Dodgers beat Giants 5-2. Still no official ROI because Giants lineup/fair-price gates were not cleared pregame. Dry-run candidate only; no official BET/stake was created.,/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
2026-05-14,,Phillies @ Red Sox,Deep Research packet PDF,deep_research_packet,research_candidate,AVOID,TOTAL,,,,Jesus Luzardo / Ranger Suarez,Pre-delay total 7.0,PHI +110 / BOS -116; total 7.0,,,,,,,,Avoid,C,false,BLOCKED,,,NOT_CLEARED,,Phillies @ Red Sox Side/Total,"Delay risk, heavy rain, and lineup-status conflict make the board unstable. Risk/missing gates: New first-pitch time; relisted odds; lineup re-confirmation; fair price.",research_ingested,VOID,,Avoid row was not a bet candidate. Final: Phillies beat Red Sox 3-1; total 4. Delay/relisted-market gate correctly blocked official exposure. Dry-run candidate only; no official BET/stake was created.,/Users/christianmay/Downloads/EchoIQ v3 research packet for May 14 MLB slate.pdf,2026-05-14T18:39:00-04:00
